VALID,URGENT,AIRCRAFT,REPORT,ICING,TURBULENCE,ATRCC,PRODUCT_ID,FL,LAT,LON
202004010102,F,A321,MCO UA /OV MCO360003/TM 0102/FLDURD/TP A321/RM HEAVY PRECIP WITH LOSS/GAIN OF 5KTS ON FINAL RWY 17L,None,None,ZJX,None,None,28.47939405000405,-81.30899
202004010103,F,B752,DSM UA /OV DSM290020/TM 0103/FL400/TP B752/TB CONS LGT CHOP,None,CONS LGT CHOP,ZMP,None,40000,41.647965948994994,-94.07159081714633
202004010105,F,A312,PTW UA /OV PTW320010/TM 0105/FL200/TP A312/TB MOD CAT/RM BTWN 190-220,None,MOD CAT,ZNY,None,20000,40.36601441546348,-75.69757235877249
202004010108,F,A319,ALB UA /OV ALB/TM 0108/FL360/TP A319/TB MOD CHOP,None,MOD CHOP,ZBW,None,36000,42.75757,-73.80361
202004010110,F,CRJ2,FWA UA /OV FWA/TM 0110/FL090/TP CRJ2/SK OVC /TA M12/IC LGT RIME,LGT RIME,None,ZAU,None,9000,40.97805,-85.18713
202004010110,F,A319,SLC UA /OV FFU/TM 0110/FL130/TP A319/TB LT OCCNL MOD CHOP DURD,None,LT OCCNL MOD CHOP DURD,ZLC,None,13000,40.27,-111.94
202004010112,F,PA24,PEQ UA /OV SFL-SFL090050 /TM 0112 /FL095 /TP PA24 /SK OVC150 /WX FV99SM /TB NEG,None,NEG,ZAB,None,9500,31.38,-103.51
202004010115,F,B190,OMN UA /OV OMN080010/TM 0115/FL220/TP B190/TB CONS LGT OCNL MOD,None,CONS LGT OCNL MOD,ZJX,None,22000,29.329503707197233,-80.92538089258328
202004010115,F,PC12,TYS UA /OV 20 S MOR/TM 0115/FL130/TP PC12/TA -12/IC MOD RIME/RM ICE BETWEEN 130-90,MOD RIME,None,ZTL,None,13000,35.84603966663967,-83.3754
202004010116,F,B737,MDW UA /OV MDW/TM 0116/FL019/TP B737/SK OVC019,None,None,ZAU,None,1900,41.78597,-87.75242
202004010118,F,B738,FOD UA /OV FOD190020/TM 0118/FL400/TP B738/TB CONS LGT CHOP,None,CONS LGT CHOP,ZMP,None,40000,42.221445159160005,-94.2817806530571
202004010120,F,B737,HTS UA /OV HNN/TM 0120/FL270/TP B737/TB CONS LGT CHOP,None,CONS LGT CHOP,ZID,None,27000,38.75,-82.03
202004010120,F,E55P,APF UA /OV CY320030/TM 0120/FL030/TP E55P/SK SCT025,None,None,ZMA,None,3000,26.1525,-81.77528
202004010120,F,B737,ATL UA /OV RWY 27L/TM 0120/FLDURD/TP B737/SK SCT012 BKN018 OVC040/TA 7C/WV 320@25/RM BASE 020 TOPS 050,None,None,ZTL,None,None,33.6301,-84.4418
202004010124,F,C172,FMY UA /OV FMY320005/TM 0124/FL025/TP C172/SK BKN020,None,None,ZMA,None,2500,26.64879220773174,-81.9213534563941
202004010125,F,PC12,MDT UA /OV 25W HAR/TM 0125/FL110/TP PC12/SK OVC/TA -3/IC LIGHT RIME/RM ICING IN CLOUDS  MULTIPLE LAYERS BTWN 040-110,LIGHT RIME,None,ZNY,None,11000,40.23,-77.5658066283189
202004010127,F,CRJ9,CVG UA /OV 15 S CVG/TM 0127/FLDURD/TP CRJ9/SK B035 OVC TOPS UNKN,None,None,ZID,None,None,38.79303974997975,-84.67167
202004010130,F,PC12,BKW UA /OV BKW190010/TM 0130/FL032/TP PC12/SK OVC032-TOPUNKN/RM DURD RY 1 BKW,None,None,ZID,None,3200,37.623182079580005,-81.16078413530518
202004010131,F,B739,DSM UA /OV DSM140030/TM 0131/FL400/TP B739/TB CONS LGT CHOP,None,CONS LGT CHOP,ZAU,None,40000,41.15089675360954,-93.22373149706343
202004010131,F,UNKN-TOP,MFR UA /OV OED340010/TM 0131/FL100/TP UNKN-TOP/TA M11/IC LGT RIME/RM ..ZSE,LGT RIME,None,ZSE,None,10000,42.63662812266072,-122.98729757363733
202004010138,F,A319,SRQ UA /OV SRQ 140/005/TM 0138/FL015/TP A319/SK BKN018 SCT010,None,None,ZMA,None,1500,27.40139,-82.55861
202004010140,F,E75L,IND UA /OV UMP/TM 0140/FLDURD/TP E75L/IC LGT RIME 080-070,LGT RIME 080-070,None,ZID,None,None,39.93,-86.04
202004010205,F,C172,GTU UA /OV T74360004 /TM 0205 /FL055 /TP C172 /WX FV99SM /TB NEG,None,NEG,ZHU,None,5500,30.639272066672067,-97.4432
202004010205,F,CRJ7,DAY UA /OV DAY/TM 0205/FL023/TP CRJ7/SK OVC023-TOP085/IC NEG,NEG,None,ZID,None,2300,39.90611,-84.21861
202004010205,F,PC12,CMH UA /OV CMH270040/TM 0205/FL030/TP PC12/SK BASE 030 TOP 080/IC LGT RIME 030-080,LGT RIME 030-080,None,ZID,None,3000,39.99139,-83.75106229713467
202004010207,F,B77W,HON UA /OV HON050030/TM 0207/FL360/TP B77W/TB CONS MOD CAT 360-367,None,CONS MOD CAT 360-367,ZMP,None,36000,44.706609837767495,-97.69256144598056
202004010208,F,B738,SEA UA /OV SEA070009/TM 0208/FL080/TP B738/TA M11/IC LGT MOD MIXED/RM DURD 080-070,LGT MOD MIXED,None,ZSE,None,8000,47.49599717704775,-122.10593443396337
202004010210,F,C208,PCZ UA /OV PCZ/TM 0210/FL100/TP C208/TA M10/IC LGT CLR,LGT CLR,None,ZMP,None,10000,44.3333,-89.0198
202004010212,F,MD88,GSO UA /OV GSO/TM 0212/FLDURD/TP MD88/SK OVC018/RM DURD,None,None,ZTL,None,None,36.0975,-79.94361
202004010217,F,CRJ9,CVG UA /OV CVG180010/TM 0217/FLDURD/TP CRJ9/SK T080 OVC B030/TA 0 @030/IC LT RIME,LT RIME,None,ZID,None,None,38.87637983331983,-84.67167
202004010223,F,DC4,FAI UA /OV ENN225045 /TM 0223 /FL020 /TP DC4 /SK SKC /WX FV99SM /TA M08 /RM SMOOTH RIDE (AKFSS,None,None,ZAN,None,2000,64.00962695733018,-150.30376749577775
202004010223,F,DC4,FAI UA /OV ENN225045 /TM 0223 /FL020 /TP DC4 /SK SKC /WX FV99SM/TA M08 /RM SMOOTH RIDE (AKFSS),None,None,ZAN,None,2000,64.00962695733018,-150.30376749577775
202004010224,F,A321,MLU UA /OV MLU /TM 0224 /FL380 /TP A321 /TB MOD CHOP/RM AWC-WEB:,None,MOD CHOP,ZFW,None,38000,32.51086,-92.03769
202004010224,F,A321,MLU UA /OV MLU /TM 0224 /FL380 /TP A321 /TB MOD CHOP/RM AWC-WEB,None,MOD CHOP,ZFW,None,38000,32.51086,-92.03769
202004010224,F,DH8D,BOI UA /OV BOI270040/TM 0224/FL140/TP DH8D/TA M21/IC LGT RIME/RM TOP 180 /ZLC,LGT RIME,None,ZLC,None,14000,43.56667,-117.16071677624575
202004010225,F,A320,IND UA /OV VHP190010/TM 0225/FL025/TP A320/SK 030OVCUNK/RM DURD,None,None,ZID,None,2500,39.64585207958001,-86.4076786905103
202004010225,F,C510,GTF UA /OV 5 E GTF/TM 0225/FL055/TP C510/SK BASE 055 TOP 103/TA M08/IC LT MIXED,LT MIXED,None,ZLC,None,5500,47.4733,-111.25890376192369
202004010226,F,P46T,JAC UA /OV KJAC/TM 0226/FLDURD/TP P46T/SK OVC090-TOPUNKN/TB MOD 090/IC MOD RIME090 /RM IC TEMP UNKN. IC AND TB OCCURED IN VICINITY OF WOMRU DURD,MOD RIME090,MOD 090,ZLC,None,None,43.61281,-110.73699
202004010228,F,B738,MCW UA /OV MCW295050/TM 0228/FL400/TP B738/TB CONS LGT CAT 400-390/OCNL CHOP 390-380/NEG 380,None,CONS LGT CAT 400-390,ZMP,None,40000,43.50659341154511,-94.36146887205291
202004010230,F,GLF4,OGG UA /OV OGG204006/TM 0230/FL025/TP GLF4/SK FEW020,None,None,None,None,2500,20.798638054510135,-156.47353891441588
202004010230,F,E170,IND UA /OV VHP230010/TM 0230/FL030/TP E170/SK 030BKNUNK,None,None,ZID,None,3000,39.702860054077505,-86.53621856835593
202004010231,F,MD11,PHL UA /OV 10 N PHL/TM 0231/FL8000/TP MD11/TA 1/IC LT RIME,LT RIME,None,ZDC,None,80000,40.035010166680166,-75.23111
202004010232,F,C172,MLB UA /OV KMLB /TM 0232 /FL055 /TP C172 /SK SKC /WV 27045KT /TB NEG /RM SMOOTH,None,NEG,ZMA,None,5500,28.10275,-80.64526
202004010233,F,B757,PIA UA /OV KPIA/TM 0233/FL033/TP B757/SK OVC028-TOP033/IC NEG/RM DURD RWY 13,NEG,None,ZAU,None,3300,40.6675,-89.6839
202004010235,F,B739,PHX UA /OV 15E PXR/TM 0235/FL120/TP B739/TB MOD CHOP/RM 120-150 DURC,None,MOD CHOP,ZAB,None,12000,33.43,-111.67041651351535
202004010235,F,B738,DEN UA /OV DEN315050/TM 0235/FL160/TP B738/TB MOD/RM 160-130 MOD TURB,None,MOD,ZDV,None,16000,40.42210338074425,-105.4249050906092
202004010237,F,CRJ2,GTF UA /OV 15S/TM 0237/FL100/TP CRJ2/TA M10/IC MDT RIME,MDT RIME,None,ZSE,None,10000,47.21,-121.46
202004010245,F,BE20,UA /OV CZFG /TM 0245 /FLDURC /TP BE20 /IC MDT MXD 018-050,MDT MXD 018-050,None,None,None,None,55.75,-101.26
202004010248,F,CRJ2,SLC UA /OV SLC/TM 0248/FL125/TP CRJ2/SK BKN125/WX -SN/TB LGT CHOP/IC NEG,NEG,LGT CHOP,ZLC,None,12500,40.78,-111.97
202004010250,F,PC12,RNO UA /OV FMG350100 /TM 0250 /FL130 /TP PC12 /TB CONS LGT OCNL MOD 130 /RM ZOA CWSU AWC-WEB:,None,CONS LGT OCNL MOD 130,ZSE,None,13000,41.171479204199954,-120.03526291816571
202004010250,F,PC12,RNO UA /OV FMG350100 /TM 0250 /FL130 /TP PC12 /TB CONS LGT OCNL MOD 130 /RM ZOA CWSU AWC-WEB,None,CONS LGT OCNL MOD 130,ZSE,None,13000,41.171479204199954,-120.03526291816571
202004010250,F,B190,CVG UA /OV 10 NE LUK/TM 0250/FLDURD/TP B190/TA M06 @ 060/IC MOD RIME 080-070,MOD RIME 080-070,None,ZID,None,None,39.22119067614885,-84.26672959390436
202004010301,F,A319,HLG UA /OV CTW/TM 0301/FL100/TP A319/TA M08/IC LGT RIME 100-080 DURD,LGT RIME 100-080 DURD,None,ZOB,None,10000,40.23,-81.48
202004010302,F,BE36,SRQ UA /OV SRQ 040/004/TM 0302/FL012/TP BE36/SK BKN014,None,None,ZMA,None,1200,27.40139,-82.55861
202004010312,F,SH36,CRW UA /OV CRW270015/TM 0312/FL070/TP SH36/TA -2/IC LGHT MIXED,LGHT MIXED,None,ZID,None,7000,38.3794,-81.90893725387167
202004010315,F,PC12,SLC UA /OV TCH270010/TM 0315/FL110/TP PC12/TB MDT,None,MDT,ZLC,None,11000,40.85,-112.20035266648122
202004010320,F,A321,OEB UA /OV AZO113020/TM 0320/FL230/TP A321/TB MOD TURB,None,MOD TURB,ZAU,None,23000,42.10446574075256,-85.13748716729589
202004010320,F,A320,TAD UA /OV TBE251042/TM 0320/FL300/TP A320/TB CONS MOD CHOP/RM ZDVFD,None,CONS MOD CHOP,ZDV,None,30000,37.04208383214718,-104.43177227589074
202004010320,F,P28A,ACQ UA /OV MKT090020 /TM 0320 /FL075 /TP P28A /SK OVC090 /TA M01 /TB NEG /RM SMTH,None,NEG,ZMP,None,7500,44.22,-93.45484639746971
202004010322,F,B712,ITO UA /OV ITO079003/TM 0322/FL008/TP B712/SK OVC008-TOPUNKN,None,None,None,None,800,19.72954122254603,-154.98785660192968
202004010326,F,A306,RFD UA /OV RFD/TM 0326/FLDURD/TP A306/SK BASE028 TOPS030,None,None,ZAU,None,None,42.1927,-89.093
202004010328,F,B738,CVG UA /OV 5 W CVG/TM 0328/FLDURD/TP B738/SK T080 OVC B019,None,None,ZID,None,None,39.04306,-84.77897398325544
202004010329,F,DC10,IND UA /OV VHP/TM 0329/FL040/TP DC10/TA -2/IC LGT RIME 90-40,LGT RIME 90-40,None,ZID,None,4000,39.81,-86.37
202004010330,F,SH36,HTS UA /OV ECB290020/TM 0330/FL080/TP SH36/TA M03/IC LGT MX,LGT MX,None,ZID,None,8000,38.27401594899499,-83.30839864421026
202004010333,F,CRJ9,DAY UA /OV DAY/TM 0333/FL010/TP CRJ9/SK OVC010-TOPS050,None,None,ZID,None,1000,39.90611,-84.21861
202004010338,F,E75L,EDW UA /OV 2O7/TM 0338/FL380/TP E75L/TB OCNL LGT CHOP,None,OCNL LGT CHOP,ZLA,None,38000,36.81,-118.2
202004010341,F,B738,ILG UA /OV DQO/TM 0341/FL210/TP B738/TB MOD 210-180,None,MOD 210-180,ZDC,None,21000,39.68,-75.61
202004010346,F,B767,IND UA /OV VHP180006/TM 0346/FL015/TP B767/SK 018OVCUNKN/RM DURD,None,None,ZID,None,1500,39.709991899991905,-86.37
202004010347,F,SH33,RFD UA /OV 20 S RFD/TM 0347/FL070/TP SH33/SK TOPS082/TA -5/IC LIGHT RIME,LIGHT RIME,None,ZAU,None,7000,41.85933966663967,-89.093
202004010355,F,MD11,SDF UA /OV IIU/TM 0355/FLUNKN/TP MD11/IC -RIME/RM 084-060 DURD,-RIME,None,ZID,None,None,38.1,-85.58
202004010412,F,PC12,PUW UA /OV PUW100020/TM 0412/FL120/TP PC12/TA M21/IC LGT RIME/RM ..ZSE,LGT RIME,None,ZSE,None,12000,46.68597258560553,-116.63049856794241
202004010416,F,A321,SJN UA /OV ZUN060030/TM 0416/FL240/TP A321/TB MOD TURB/RM ZAB FDCS,None,MOD TURB,ZAB,None,24000,35.33002025002025,-108.26082840634477
202004010430,F,C17,ACK UA /OV 3656N07415W/TM 0430/FL330/TP C17/TB MOD,None,MOD,ZNY,None,33000,36.9333,-74.25
202004010430,F,A332,CVG UA /OV 6 N CVG/TM 0430/FLDURD/TP A332/TA 0/IC MOD RIME 80-70,MOD RIME 80-70,None,ZID,None,None,39.143068100008094,-84.67167
202004010438,F,B737,TRM UA /OV TNP260020 /TM 0438 /FL350 /TP B737 /TB MOD/RM AWC-WEB:,None,MOD,ZLA,None,35000,34.07211258560554,-116.3366043237157
202004010438,F,B737,TRM UA /OV TNP260020 /TM 0438 /FL350 /TP B737 /TB MOD/RM AWC-WEB,None,MOD,ZLA,None,35000,34.07211258560554,-116.3366043237157
202004010441,F,A321,PHX UA /OV PXR036060/TM 0441/FL190/TP A321/TB LT-MOD CONS CHOP ABV FL190 NEG BLO FL190/RM ZAB FDCS,None,LT-MOD CONS CHOP ABV FL190 NEG BLO FL190,ZAB,None,19000,34.23908252481702,-111.26563697925586
202004010451,F,B737,NID UA /OV NID057066/TM 0451/FL340/TP B737/TB LGT TB,None,LGT TB,ZLA,None,34000,36.284651465903075,-116.55610128800538
202004010455,F,C310,ORD UA /OV ORD360010/TM 0455/FL070/TP C310/SK OVC020-TOP023/TA -2/IC LIGHT RIME 070-073,LIGHT RIME 070-073,None,ZAU,None,7000,42.15422016668017,-87.93193
202004010455,F,B737,NID UA /OV NID039219/TM 0455/FL320/TP B737/TB LGT TB,None,LGT TB,ZLC,None,32000,38.52231252275121,-114.86373442148945
202004010511,F,B763,CVG UA /OV 6 W CVG/TM 0511/FLDURD/TP B763/SK T085 BKN B021,None,None,ZID,None,None,39.04306,-84.80043477990652
202004010520,F,DC4,FSP UA /OV FSP-IYS /TM 0520 /FL075 /TP DC4 /WX FV99SM /RM SMTH(AKFSS),None,None,ZAN,None,7500,62.29,-151.94
202004010520,F,DC4,FSP UA /OV FSP-IYS /TM 0520 /FL075 /TP DC4 /WX FV99SM /RM SMTH (AKFSS,None,None,ZAN,None,7500,62.29,-151.94
202004010525,F,E75L,BZN UA /OV BZN290030/TM 0525/FL110/TP E75L/TB NEG/IC NEG/RM DURD TO BOZEMAN,NEG,NEG,ZLC,None,11000,45.95908392349249,-111.83467856784615
202004010530,F,E75L,GEG UA /OV 160015/TM 0530/FL090/TP E75L/TA M11/TB NEG/IC LGT RIME,LGT RIME,NEG,ZSE,None,9000,47.6216,-117.528
202004010533,F,B738,OGG UA /OV OGG204005/TM 0533/FL018/TP B738/SK FEW018/WX VMC/RM RIDE REPORT: "[TURBULENCE] NOT A PROBLEM",None,None,None,None,1800,20.81386504542511,-156.4662824286799
202004010533,F,B738,OGG UA /OV OGG204005/TM 0533/FL018/TP B738/SK FEW018/WX VMC/RM RIDE REPORT: "[TURBULENCE] NOT A PROBLEM,None,None,None,None,1800,20.81386504542511,-156.4662824286799
202004010533,F,R44,MLF UA /OV U52 /TM 0533 /FL070 /TP R44 /WV 18018KT /TB MOD CHOP BLO 070,None,MOD CHOP BLO 070,ZLC,None,7000,38.2307,-112.6753
202004010542,F,B772,ACK UA /OV 3747N07125W/TM 0542/FL370/TP B772/TB MOD,None,MOD,ZNY,None,37000,37.7833,-71.4166
202004010548,T,B772,ACK UUA /OV 3810N07009W/TM 0548/FL370/TP B772/TB MOD-SEV,None,MOD-SEV,None,None,37000,38.1666,-70.15
202004010610,F,B752,RFD UA /OV RFD/TM 0610/FLDURC/TP B752/SK BASE027 BASE066/RM INTERMITTENT LAYER INBETWEEN,None,None,ZAU,None,None,42.1927,-89.093
202004010630,F,B763,CVG UA /OV CVG/TM 0630/FLDURD/TP B763/SK B016 OVC TOPS UNKN,None,None,ZID,None,None,39.04306,-84.67167
202004010635,F,A306,SDF UA /OV SDF/TM 0635/FLUNKN/TP A306/SK 025 BKN/RM DURC MULTI LAYERS CLR ABOVE 085,None,None,ZID,None,None,38.17439,-85.736
202004010653,F,BE20,UA /OV CYEV /TM 0653 /FL015 /TP BE20 /WV 180040 /TB LGT-MDT BLO 015/RM DURD GRDL TRANSITION APRT WND 140007,None,LGT-MDT BLO 015,None,None,1500,68.30417,-133.48278
202004010725,F,AT43,GSO UA /OV GSO/TM 0725/FLDURC/TP AT43/SK BKN019 TOPSUNK/RM DURC,None,None,ZTL,None,None,36.0975,-79.94361
202004010726,F,A332,CVG UA /OV 4 W CVG/TM 0726/FLDURC/TP A332/SK B018 OVC T025,None,None,ZID,None,None,39.04306,-84.75751318660436
202004010729,F,B737,JNU UA /OV JNU /TM 0729 /FL040 /TP B737 /WV 32016KT /TB LGT 040-028 /RM DURD RY 08 (AKFSS,None,LGT 040-028,ZAN,None,4000,58.35,-134.57
202004010729,F,B737,JNU UA /OV JNU /TM 0729 /FL040 /TP B737 /WV 32016KT /TB LGT040-028 /RM DURD RY 08 (AKFSS),None,LGT040-028,ZAN,None,4000,58.35,-134.57
202004010729,F,PC12,GSO UA /OV KBUY/TM 0729/FLDURD/TP PC12/SK BKN016/RM DURD RWY 6,None,None,ZDC,None,None,36.04854,-79.47489
202004010742,F,B737,JNU UA /OV JNU /TM 0742 /FL020 /TP B737 /TB NEG /RM DURC RY 08DOWN THE CHANNEL (AKFSS),None,NEG,ZAN,None,2000,58.35,-134.57
202004010742,F,B737,JNU UA /OV JNU /TM 0742 /FL020 /TP B737 /TB NEG /RM DURC RY 08 DOWN THE CHANNEL (AKFSS,None,NEG,ZAN,None,2000,58.35,-134.57
202004010746,F,B737,JNU UA /OV JNU /TM 0746 /FL100 /TP B737 /TB LGT CHOP 030-070 /RM DURC RY 08 (AKFSS,None,LGT CHOP 030-070,ZAN,None,10000,58.35,-134.57
202004010746,F,B737,JNU UA /OV JNU /TM 0746 /FL100 /TP B737 /TB LGT CHOP 030-070 /RMDURC RY 08 (AKFSS),None,LGT CHOP 030-070,ZAN,None,10000,58.35,-134.57
202004010808,F,B763,CVG UA /OV 2 W CVG/TM 0808/FLDURC/TP B763/SK B015 OVC T090,None,None,ZID,None,None,39.04306,-84.71459159330217
202004010809,F,B752,PIT UA /OV 10 S PIT/TM 0809/FLDURD/TP B752/TA -9/IC LT RIME 100-070,LT RIME 100-070,None,ZOB,None,None,40.324789833319834,-80.23286
202004010816,F,PC12,BFI UA /OV BFI/TM 0816/FL017/TP PC12/SK BKN012-TOPUNKN,None,None,ZSE,None,1700,47.53,-122.3
202004010841,F,B306,SDF UA /OV SDF/TM 0841/FLDURC/TP B306/SK B024 T038,None,None,ZID,None,None,38.17439,-85.736
202004010920,F,A306,PIA UA /OV KPIA/TM 0920/FL021/TP A306/SK OVC021-TOPUNKN/RM DURD RWY 31,None,None,ZAU,None,2100,40.6675,-89.6839
202004010921,F,B767,IND UA /OV VHP180008/TM 0921/FL010/TP B767/SK 010OVCUNKN/RM DURD,None,None,ZID,None,1000,39.67665586665587,-86.37
202004010921,F,C310,TVC UA /OV TVC/TM 0921/FL100/TP C310/TA M03/IC LGT MOD RIME 100,LGT MOD RIME 100,None,ZMP,None,10000,44.74164,-85.58236
202004010922,F,A306,GSO UA /OV GSO/TM 0922/FL020/TP A306/SK BKN020/RM DURD,None,None,ZTL,None,2000,36.0975,-79.94361
202004010923,F,CRJ9,CVG UA /OV CVG270005/TM 0923/FLDURC/TP CRJ9/SK T040 B070 OVC T075,None,None,ZID,None,None,39.04306,-84.77897398325544
202004010928,F,PC12,FSE UA /OV FSE/TM 0928/FL140/TP PC12/SK UNKN-TOP140,None,None,ZMP,None,14000,47.59282,-95.7735
202004010934,F,DH8C,UA /OV CYQB 216050 /TM 0934 /FL120 /TP DH8C /IC MDT MXD 080-120,MDT MXD 080-120,None,None,None,12000,46.116874562652484,-72.10881005280525
202004010934,F,DH8C,UA /OV CYQB 216020 /TM 0934 /FL120 /TP DH8C /IC MDT MXD 060-105 /RM CORD COPY,MDT MXD 060-105,None,None,None,12000,46.521415825061,-71.67952202112211
202004010935,F,C208,CMH UA /OV MGY/TM 0935/FLDURD/TP C208/SK B067/TA -7/IC LIGHT RIME @ 070,LIGHT RIME @ 070,None,ZID,None,None,39.58897,-84.22486
202004010958,F,B763,FLL UA /OV FLL090005/TM 0958/FL018/TP B763/RM WIND FLUCT. FINAL RY 28R,None,None,ZMA,None,1800,26.07,-80.05722030697119
