VALID,URGENT,AIRCRAFT,REPORT,ICING,TURBULENCE,ATRCC,PRODUCT_ID,FL,LAT,LON
202005010112,F,E75L,BZN UA /OV BZN260020/TM 0112/FLDURD/TP E75L/TB LIGHT TO MODERATE 140-120,None,LIGHT TO MODERATE 140-120,ZLC,None,None,45.73017258560554,-111.63163025907198
202005010113,F,A321,SUX UA /OV SUX/TM 0113/FL320/TP A321/TB CONS LGT,None,CONS LGT,ZMP,None,32000,42.391678,-96.379478
202005010115,F,CRJ9,SDF UA /OV CHERI/TM 0115/FLDURD/TP CRJ9/SK BKN098 T110/RM SCT LAYERS BELOW,None,None,ZDV,None,None,40.52,-107.31
202005010120,F,BE99,BZN UA /OV BZN270040/TM 0120/FL150/TP BE99/IC LT RIME,LT RIME,None,ZLC,None,15000,45.78806,-112.11695622388879
202005010123,F,C172,MYF UA /OV MYF/TM 0123/FL011/TP C172/RM BASES W OF MYF 011,None,None,ZLA,None,1100,32.81572,-117.13958
202005010126,F,CRJ7,MHT UA /OV MHT FINAL RWY 17/TM 0126/FL009/TP CRJ7/SK OVC009,None,None,ZBW,None,900,42.93281,-71.43575
202005010127,F,B747,ANC UA /OV ANC/TM 0127/FL010/TP B747/RM WINDS AT 027 15006KT  WINDS AT 010 15013KT. RWY 15 ARRIVAL.,None,None,ZAN,None,1000,61.17,-149.99
202005010127,F,B747,ANC UA /OV ANC/TM 0127/FL010/TP B747/RM WINDS AT 027 15006KT  WINDS AT 010 15013KT. RWY 15 ARRIVAL,None,None,ZAN,None,1000,61.17,-149.99
202005010128,F,B747,ANC UA /OV ANC/TM 0128/FL001/TP B747/RM LLWS +/- 10 KTS ON FINAL  RWY 15 ARRIVAL.,None,None,ZAN,None,100,61.17,-149.99
202005010128,F,B747,ANC UA /OV ANC/TM 0128/FL001/TP B747/RM LLWS +/- 10 KTS ON FINAL  RWY 15 ARRIVAL,None,None,ZAN,None,100,61.17,-149.99
202005010130,F,B738,FSD UA /OV FSD/TM 0130/FL380/TP B738/TB LGT CHOP,None,LGT CHOP,ZMP,None,38000,43.57694,-96.75361
202005010132,F,B737,LGU UA /OV MLD /TM 0132 /FL400 /TP B737 /TB MOD 400 /RM DURGD MTN WAVE MOD CHOP AND MTN WAVE FL400 - 370 AWC-WEB:,None,MOD 400,ZLC,None,40000,42.16659,-112.29663
202005010132,F,B737,LGU UA /OV MLD /TM 0132 /FL400 /TP B737 /TB MOD 400 /RM DURGD MTN WAVE MOD CHOP AND MTN WAVE FL400 - 370 AWC-WEB,None,MOD 400,ZLC,None,40000,42.16659,-112.29663
202005010132,F,B738,LOL UA /OV HZN /TM 0132 /FL390 /TP B738 /TB LGT CHOP 390 /RM ZOA CWSU AWC-WEB:,None,LGT CHOP 390,ZOA,None,39000,39.52,-119.0
202005010132,F,B738,LOL UA /OV HZN /TM 0132 /FL390 /TP B738 /TB LGT CHOP 390 /RM ZOA CWSU AWC-WEB,None,LGT CHOP 390,ZOA,None,39000,39.52,-119.0
202005010144,F,B767,EWR UA /OV 5 N OF SWF/TM 0144/FL060/TP B767/WX IMC/TB MOD/RM BASES AT 1200'. MOD CHOD UP TO 5000'.,None,MOD,ZBW,None,6000,41.58745008334008,-74.10483
202005010144,F,B767,EWR UA /OV 5 N OF SWF/TM 0144/FL060/TP B767/WX IMC/TB MOD/RM BASES AT 1200'. MOD CHOD UP TO 5000,None,MOD,ZBW,None,6000,41.58745008334008,-74.10483
202005010148,F,B747,ANC UA /OV ANC/TM 0148/FL012/TP B747/RM LLWS +/- 10KTS AT 012 DURING RWY 15 ARRIVAL,None,None,ZAN,None,1200,61.17,-149.99
202005010150,F,PC12,LAX UA /OV LAX070@1/TM 0150/FL008/TP PC12/SK BKN008,None,None,ZLA,None,800,33.93816,-118.38653
202005010159,F,PC12,EWR UA /OV SBJ/TM 0159/FL110/TP PC12/SK IMC/TA -1/TB SMOOTH/IC TRACE RIME/RM SMOOTH ABOVE 3 000. MODERATE TURBULENCE BELOW 3 000,TRACE RIME,SMOOTH,ZNY,None,11000,40.58,-74.74
202005010200,F,B77L,CVG UA /OV CVG090010/TM 0200/FLDURD/TP B77L/SK T094 OVC B074 T048 OVC B027/IC NEG ICE,NEG ICE,None,ZID,None,None,39.04306,-84.45706203348914
202005010210,T,C750,BJC UUA /OV BJC12001/TM 0210/FL060/TP C750/RM LLWS -10KT,None,None,ZDV,None,6000,39.90881,-105.11719
202005010211,F,E75L,KLAX UA /OV 2 MI FINAL RWY 24R/TM 0211/FL07/TP E75L/SK BASES 700 TOPS 1300,None,None,ZLA,None,None,33.93816,-118.38653
202005010212,F,B737,HTH UA /OV MVA /TM 0212 /FL370 /TP B737 /RM MOD MTN WAVE /ZOA CWSU AWC-WEB:,None,None,ZOA,None,37000,38.57,-118.03
202005010212,F,B737,HTH UA /OV MVA /TM 0212 /FL370 /TP B737 /RM MOD MTN WAVE /ZOA CWSU AWC-WEB,None,None,ZOA,None,37000,38.57,-118.03
202005010220,F,B737,YAK UA /OV YAK060015/TM 0220/FL005/TP B737/SK 005BKN TOPS160/RM DURC ZAN,None,None,ZAN,None,500,59.62501012501013,-139.23338419363023
202005010220,F,PC12,CVG UA /OV CVG230002/TM 0220/FLDURD/TP PC12/TA M2/IC LT-MOD MIXED 090-077,LT-MOD MIXED 090-077,None,ZID,None,None,39.021632010815495,-84.70454984803895
202005010221,F,E75L,DFW UA /OV BYP240020 /TM 0221 /FL360 /TP E75L /TB LGT CHOP/RM AWC-WEB:,None,LGT CHOP,ZFW,None,36000,33.37331983331983,-96.57636882472654
202005010221,F,E75L,DFW UA /OV BYP240020 /TM 0221 /FL360 /TP E75L /TB LGT CHOP/RM AWC-WEB,None,LGT CHOP,ZFW,None,36000,33.37331983331983,-96.57636882472654
202005010223,F,HOJT,YNG UA /OV YNG/TM 0223/FL030/TP HOJT/SK B030/WX 10SM,None,None,ZOB,None,3000,41.25444,-80.67389
202005010228,F,C68A,PNE UA /OV 1 MILE FINAL RWY 15/TM 0228/FL008/TP C68A/SK OVC 008,None,None,ZDC,None,800,40.0789,-75.01335
202005010230,F,C208,ALB UA /OV ALB190015/TM 0230/FL080/TP C208/TB SMOOTH ABOVE 040 MOD BELOW,None,SMOOTH ABOVE 040 MOD BELOW,ZBW,None,8000,42.511348119370005,-73.86274050966664
202005010230,F,E55P,SAN UA /OV /OV KSAN/TM 0230/FL/012/TP E55P/RM BASES 1200 TOPS 2000 RWY 27 FINAL APPROACH,None,None,ZLA,None,None,32.73392,-117.18449
202005010240,F,B748,UA /OV KBUF /TM 0240 /FLDURD /TP B748 /TB MDT 210-260,None,MDT 210-260,ZOB,None,None,42.9408,-78.7358
202005010247,F,B737,LFT UA /OV 20SW LLA/TM 0247/FL380/TP B737/TB MOD CHOP,None,MOD CHOP,ZHU,None,38000,29.4242786477023,-92.6412629891834
202005010252,F,AEST,MYF UA /OV 2E/TM 0252/FLUNKN/TP AEST/SK OVC012 - TOP020/RM DURD,None,None,ZLA,None,None,32.81572,-117.13958
202005010253,F,B190,SDF UA /OV MYS/TM 0253/FL100/TP B190/TA -4/IC MDT RIME,MDT RIME,None,ZID,None,10000,37.89,-86.24
202005010255,F,B738,ENV UA /OV BVL040008/TM 0255/FL360/TP B738/TB LGT - MOD/RM ZLC,None,LGT - MOD,ZLC,None,36000,40.83214753237078,-113.64689262107602
202005010300,F,E75S,DCA UA /OV 50 S BRV/TM 0300/FLFL27/TP E75S/TB MODERATE /RM FROM FL270 - FL180,None,MODERATE,ZDC,None,None,37.50659916659917,-77.35
202005010302,F,PC12,SMF UA /OV HNW107045 /TM 0302 /FL260 /TP PC12 /TA M29 /IC LGT CLR 260 /RM ZOA CWSU AWC-WEB:,LGT CLR 260,None,ZOA,None,26000,38.500703459859125,-119.83065171723385
202005010302,F,PC12,SMF UA /OV HNW107045 /TM 0302 /FL260 /TP PC12 /TA M29 /IC LGT CLR 260 /RM ZOA CWSU AWC-WEB,LGT CLR 260,None,ZOA,None,26000,38.500703459859125,-119.83065171723385
202005010302,F,B738,BOS UA /OV 5SW BOS/TM 0302/FLDRGD/TP B738/SK SCT040,None,None,ZBW,None,None,42.30163966192558,-71.08948207211576
202005010305,F,B752,GRR UA /OV PMM350015/TM 0305/FL370/TP B752/TB MOD CHOP,None,MOD CHOP,ZAU,None,37000,42.716221880629995,-86.16885810429602
202005010315,F,A319,LGA UA /OV KLGA310010/TM 0315/FL030/TP A319/WX -RA/TB LGT/RM IMC,None,LGT,ZNY,None,3000,40.886589945922495,-74.04890052789963
202005010327,F,PC12,DTA UA /OV DTA/TM 0327/FL210/TP PC12/TA M13/IC LGT RIME/RM ZLC,LGT RIME,None,ZLC,None,21000,39.3806,-112.5077
202005010330,F,B190,CVG UA /OV 6 E CVG/TM 0330/FLDURD/TP B190/SK T UNKN OVC B032,None,None,ZID,None,None,39.04306,-84.54290522009349
202005010339,F,CRJ7,DAY UA /OV DAY/TM 0339/FL020/TP CRJ7/SK OVC020/WV 320/20 AT 022,None,None,ZID,None,2000,39.90611,-84.21861
202005010340,F,B747,PANC UA /OV TED230015/TM 0340/FL060/TP B747/SK BKN060/TA M07/TB NONE/IC LGT RIME 090-060,LGT RIME 090-060,NONE,ZAN,None,6000,61.009290081116255,-150.38718308125644
202005010345,F,A321,LAX UA /OV LAX070@1/TM 0345/FL007/TP A321/SK BKN007,None,None,ZLA,None,700,33.93816,-118.38653
202005010346,F,B738,SAN UA /OV SAN/TM 0346/FL010/TP B738/SK OVC/RM 1 NM W KSAN  BASES OVC010  TOPS OVC017,None,None,ZLA,None,1000,32.73392,-117.18449
202005010410,F,PC12,FVX UA /OV FVX220020/TM 0410/FL110/TP PC12/TA M04/IC LGT RIME,LGT RIME,None,ZDC,None,11000,37.10216116907302,-78.70739036372711
202005010414,F,PC12,DAN UA /OV SBV005020/TM 0414/FL140/TP PC12/TA M08/IC LGT CLR,LGT CLR,None,ZDC,None,14000,37.01209179664766,-78.97377202039385
202005010430,F,B737,JNU UA /OV SSR080040/TM 0430/FL230/TP B737/SK TOPS230/TB LGT/IC NEG/RM DURC,NEG,LGT,ZAN,None,23000,58.285774828788924,-134.00504213534154
202005010440,F,LJ45,JNU UA /OV JNU /TM 0440 /FL026 /TP LJ45 /SK OVC029 /TB OCNL LGT/IC NEG /RM DURD RY 8 AIS 026 (AKFSS),NEG,OCNL LGT,ZAN,None,2600,58.35,-134.57
202005010440,F,LJ45,JNU UA /OV JNU /TM 0440 /FL026 /TP LJ45 /SK OVC029 /TB OCNL LGT /IC NEG /RM DURD RY 8 AIS 026 (AKFSS,NEG,OCNL LGT,ZAN,None,2600,58.35,-134.57
202005010448,T,CL60,ANC UUA /OV TED33010/TM 0448/FL005/TP CL60/RM +10 KTS OF WINDSHEAR ON FINAL TO RWY 15,None,None,ZAN,None,500,61.17,-149.99
202005010455,T,B744,ANC UUA /OV TED330010/TM 0455/FL010/TP B744/WV 15 KT LOSS AOB 010,None,None,ZAN,None,1000,61.31434925865205,-150.1628285631572
202005010535,F,B734,CVG UA /OV CVG090010/TM 0535/FLDURD/TP B734/SK T100 OVC B090 T050 OVC 030,None,None,ZID,None,None,39.04306,-84.45706203348914
202005010549,F,BE20,ANC UA /OV ANC/TM 0549/FL001/TP BE20/RM LLWS +/-10 KTS ON FINAL  RWY 15 ARRIVAL,None,None,ZAN,None,100,61.17,-149.99
202005010557,F,BE36,JFK UA /OV KJFK270005/TM 0557/FL060/TP BE36/WX -RA/TB NEG/RM IMC,None,NEG,ZNY,None,6000,40.63861,-73.87204670447078
202005010630,F,B763,JFK UA /OV KJFK310001/TM 0630/FL004/TP B763/SK BKN004/RM ON APPROACH RWY 13L,None,None,ZNY,None,400,40.64932399459225,-73.77904642733318
202005010655,F,B763,CVG UA /OV CVG090007/TM 0655/FLDURD/TP B763/SK T045 OVC B032,None,None,ZID,None,None,39.04306,-84.52144442344239
202005010715,F,B752,ILG UA /OV OOD/TM 0715/FL160/TP B752/TB LGT-MOD CONS 160-195 LGT 200-250,None,LGT-MOD CONS 160-195 LGT 200-250,ZDC,None,16000,39.64,-75.3
202005010718,F,A332,CVG UA /OV 5 W CVG/TM 0718/FLDURC/TP A332/SK B030 OVC T050/RM LYRS ABV,None,None,ZID,None,None,39.04306,-84.77897398325544
202005010727,F,C208,HVN UA /OV KHVN200004/TM 0727/FL060/TP C208/TB LGT CHOP,None,LGT CHOP,ZBW,None,6000,41.201098750935714,-72.91714623702985
202005010750,F,B752,ALB UA /OV ALB330012/TM 0750/FLDURD/TP B752/SK OVC021,None,None,ZBW,None,None,42.93078911038246,-73.93981761348859
202005010807,F,A306,BDR UA /OV BDR/TM 0807/FL230/TP A306/TB LGT MOD CHOP/RM DURC,None,LGT MOD CHOP,ZBW,None,23000,41.15833,-73.12889
202005010812,F,C208,ALB UA /OV ALB020008/TM 0812/FLDURD/TP C208/SK OVC021,None,None,ZBW,None,None,42.88287249812858,-73.74149567001679
202005010812,F,B763,CVG UA /OV 3 W CVG/TM 0812/FLDURC/TP B763/SK B030 OVC T045,None,None,ZID,None,None,39.04306,-84.73605238995327
202005010825,F,B763,LEX UA /OV HYK180035/TM 0825/FL330/TP B763/TB LGT-MOD 330,None,LGT-MOD 330,ZID,None,33000,37.38661941661942,-84.47
202005010830,F,A306,BOS UA /OV BOS/TM 0830/FL018/TP A306/SK 018/WV 170/40,None,None,ZBW,None,1800,42.36057,-71.00973
202005010834,F,MD11,EWR UA /OV KEWR040001/TM 0834/FL003/TP MD11/SK OVC003/RM ON APPROACH RWY 22L,None,None,ZNY,None,300,40.69548844154635,-74.15519161145113
202005010905,F,B752,DAY UA /OV DQN/TM 0905/FL330/TP B752/TB LGT-MOD CHOP 330,None,LGT-MOD CHOP 330,ZID,None,33000,40.02,-84.4
202005010912,F,B757,FWA UA /OV FWA/TM 0912/FL035/TP B757/SK BKN027 TOPS 035/TB LGT CHOP BLW 090,None,LGT CHOP BLW 090,ZAU,None,3500,40.97805,-85.18713
202005010914,F,CRJ9,CVG UA /OV 3 W CVG /TM 0914/FLDURC/TP CRJ9/SK B028 OVC T042,None,None,ZID,None,None,39.04306,-84.73605238995327
202005010920,F,A320,JFK UA /OV KJFK090020/TM 0920/FL130/TP A320/TB CONS LGT/RM DURD,None,CONS LGT,ZBW,None,13000,40.63861,-73.32291318211689
202005010931,F,B763,YKN UA /OV AGZ/TM 0931/FL320/TP B763/TB LGT CHOP,None,LGT CHOP,ZMP,None,32000,43.06,-98.29
202005010947,F,MD11,CDW UA /OV SAX/TM 0947/FL170/TP MD11/TB MOD,None,MOD,ZNY,None,17000,41.07,-74.54
202005010959,F,B763,BDH UA /OV DWN/TM 0959/FL320/TP B763/TB INTMT CONS LGT CHOP 320-340/RM 360 SMOOTH,None,INTMT CONS LGT CHOP 320-340,ZMP,None,32000,45.09,-94.45
202005011000,F,PC12,UA /OV CYTS /TM 1000 /FLDURC /TP PC12 /RM SHALLOW FG UNLIMITED VIS ABOVE,None,None,None,None,None,48.56972,-81.37667
202005011004,F,E190,JFK UA /OV KJFK110015/TM 1004/FL030/TP E190/TB NEG,None,NEG,ZBW,None,3000,40.55309803825376,-73.45260996873073
202005011004,F,B763,CVG UA /OV 5 W CVG/TM 1004/FLDURC/TP B763/SK B026 OVC T042,None,None,ZID,None,None,39.04306,-84.77897398325544
202005011007,F,B767,HKY UA /OV BZM/TM 1007/FL215/TP B767/SK TOP215/TA M12/TB LGT CHOP/IC LGT RIME/RM IMC/ ZTLFD,LGT RIME,LGT CHOP,ZTL,None,21500,35.87,-81.24
202005011010,F,C402,HYA UA /OV 1 N HYA/TM 1010/FL2000/TP C402/SK OVC006/RM ALS AT 007 AIRPORT AT 006,None,None,ZBW,None,20000,41.686668016668015,-70.28
202005011010,F,B763,BOS UA /OV AFN/TM 1010/FL190/TP B763/TA 04 @ 070/IC LIGHT MIXED/RM 190-070,LIGHT MIXED,None,ZBW,None,19000,42.80513,-72.00302
202005011018,F,CRJ7,SYR UA /OV SYR/TM 1018/FL040/TP CRJ7/SK OVC020-TOP040/TB NEG SFC-040/IC NEG,NEG,NEG SFC-040,ZBW,None,4000,43.11119,-76.10631
202005011019,F,B712,HKY UA /OV BZM020010/TM 1019/FL180/TP B712/TA M24/IC LGT RIME 180/RM DURC/ ZTLFD,LGT RIME 180,None,ZTL,None,18000,36.02662812266072,-81.1696500570409
202005011021,F,B777,GUM UA /OV UNZ060002/TM 1021/FLDURD/TP B777/SK BKN008,None,None,None,None,None,13.466668016668017,144.75968398642226
202005011027,F,SF34,CAK UA /OV CAK/TM 1027/FLDURD/TP SF34/SK OVC022,None,None,ZOB,None,None,40.9161,-81.4422
202005011054,F,B762,BWI UA /OV OTT/TM 1054/FL070/TP B762/SK TOPS RAGGED AT 170 BASES 070,None,None,ZDC,None,7000,38.71,-76.74
202005011054,F,B757,EWR UA /OV BWZ090005/TM 1054/FL50/TP B757/SK OVC/WX 0-R/TA 16/WV 23616/TB NEG/IC NEG,NEG,NEG,ZNY,None,None,40.8,-74.70990670055522
202005011055,F,A319,EWR UA /OV EWR090005/TM 1055/FL150/TP A319/TB CONS LGT CHOP,None,CONS LGT CHOP,ZNY,None,15000,40.68272,-74.05942064649686
202005011056,F,CRJ2,DAY UA /OV DAY/TM 1056/FLDURG/TP CRJ2/SK T037/IC NEG,NEG,None,ZID,None,None,39.90611,-84.21861
202005011100,F,C208,EWR UA /OV RY22L FINAL/TM 1100/FL005/TP C208/SK 005OVC,None,None,ZNY,None,500,40.68272,-74.16932
202005011104,F,B767,CEW UA /OV CEW202160/TM 1104/FL370/TP B767/TB CONS MOD CAT,None,CONS MOD CAT,ZJX,None,37000,28.307309449242375,-87.68282966759459
202005011104,F,B738,EVU UA /OV EVU/TM 1104/FL400/TP B738/TB CONS LGT CHOP,None,CONS LGT CHOP,ZMP,None,40000,40.3525,-94.915
202005011105,F,C25C,FET UA /OV SCB/TM 1105/FL400/TP C25C/TB NEG 400,None,NEG 400,ZMP,None,40000,41.61,-96.62
202005011106,F,B763,CVG UA /OV CVG/TM 1106/FLDURD/TP B763/SK T040 OVC B0247/RM CLEAR ABOVE 040,None,None,ZID,None,None,39.04306,-84.67167
202005011108,F,E75S,DCA UA /OV CSN090010/TM 1108/FL135/TP E75S/TA 04/IC LGT RIME/RM 135-125,LGT RIME,None,ZDC,None,13500,38.64,-77.6566042442293
202005011109,F,B752,BWI UA /OV ION IAD/TM 1109/FL110/TP B752/SK TOPS110,None,None,ZSE,None,11000,48.71,-117.41
202005011112,F,B737,POU UA /OV PWL/TM 1112/FL230/TP B737/TB LGT-MOD/RM DURC DEPT BDL UP TO FL230,None,LGT-MOD,ZBW,None,23000,41.77,-73.6
202005011114,F,P28A,STE UA /OV STE/TM 1114/FL022/TP P28A/SK SKC/TA UNKN/IC NEG/RM CLR,NEG,None,ZMP,None,2200,44.54514,-89.53028
202005011114,F,SW4,HTL UA /OV HTL/TM 1114/FL170/TP SW4/SK SKC/TA UNKN/IC NEG,NEG,None,ZMP,None,17000,44.35981,-84.67111
202005011115,F,MD88,CMH UA /OV CMH/TM 1115/FLDURC/TP MD88/SK BKN 016,None,None,ZID,None,None,39.99139,-82.88083
202005011119,F,B738,LOZ UA /OV LOZ360020/TM 1119/FL350/TP B738/TB CONS LGT CHOP,None,CONS LGT CHOP,ZID,None,35000,37.420360333360335,-84.077
202005011123,F,B737,ALB UA /OV ALB340020/TM 1123/FL300/TP B737/TB LGT-MOD CHOP,None,LGT-MOD CHOP,ZBW,None,30000,43.070826245321435,-73.95889582495805
202005011124,F,C402,HYA UA /OV 1 S HYA/TM 1124/FL2000/TP C402/SK BKN008,None,None,ZBW,None,20000,41.65333198333199,-70.28
202005011125,F,PA31,CLE UA /OV 10E CLE/TM 1125/FLDURC/TP PA31/SK B011 T072/TA -1@075/IC NEG ICE,NEG ICE,None,ZOB,None,None,41.405,-81.63055558722736
202005011127,F,CRJ7,TRI UA /OV TRI270020/TM 1127/FL040/TP CRJ7/SK BKN/RM BASES 040 TOPS 078,None,None,ZTL,None,4000,36.47522,-82.82198847660919
202005011130,F,CRJ2,IMT UA /OV IMT/TM 1130/FL300/TP CRJ2/TB LGT CHOP,None,LGT CHOP,ZMP,None,30000,45.81836,-88.11456
202005011131,F,CRJ9,UCA UA /OV UCA/TM 1131/FL360/TP CRJ9/TB CONS MOD CHOP/RM CONST LGT 320-340,None,CONS MOD CHOP,ZBW,None,36000,43.14511,-75.38386
202005011131,F,B738,HSI UA /OV HSI/TM 1131/FL400/TP B738/TB NEG,None,NEG,ZMP,None,40000,40.60525,-98.42789
202005011133,F,B737,CSQ UA /OV CRZ/TM 1133/FL310/TP B737/TB CONS LGT CHOP 310,None,CONS LGT CHOP 310,ZMP,None,31000,40.99,-94.75
